,cast,director,runtime,genres,production_companies,budget_adj,revenue_adj
1747,Thomas Jane|Ron Perlman|Lauren German|Chris Browning|Con Schell,Thomas Jane,88,Horror|Thriller,Hyde Park Films,0.0,0.0
1748,Gabriel Byrne|Mira Sorvino|Armin Mueller-Stahl|Alexander Beyer|Christian Berkel,Aleksandr Buravsky,120,War|Drama,Channel One Russia|KoBura Film|Ministerstvo kultury Rossiyskoy Federatsii|Studiya dokumental'nykh fil'mov Sankt-Peterburga|Kinokompaniya Non-Stop Prodakshn,0.0,0.0
1749,Ryan Carnes|Sandrine Holt|Jean Marchand|Cameron Goodman|Isabella Rossellini,Paolo Barzman,176,Science Fiction|Action,Muse Entertainment Enterprises|Syfy|RHI Entertainment,0.0,0.0
1750,Graham McTavish|Fred Tatasciore|Matthew Wolf|Jay Brazeau|Grey Griffin,Sam Liu,41,Action|Animation|Fantasy|Science Fiction,Marvel Studios,0.0,0.0
1751,Kristin Chenoweth|Josh Hopkins|Anna Chlumsky|Erin Dilly|Stephen Huszar,Arlene Sanford,95,Comedy|Romance,Lisa Demberg Productions|Fox Television Studios|Lifetime Television,0.0,0.0
1752,Jim Carrey,Howard Hall,41,Documentary,Warner Bros.|Imax Filmed Entertainment|Howard Hall Productions,0.0,0.0
1754,Chris O'Dowd|Dean Lennox Kelly|Anna Faris|Meredith MacNeill|Marc Wootton,Gareth Carrivick,83,Drama|Comedy|Science Fiction|Romance,BBC Films|Dog Lamp Films|HBO Films,0.0,0.0
1755,Kenneth Vanbaeden|Valentijn Dhaenens|Koen De Graeve|Wouter Hendrickx|Johan Heldenbergh,Felix Van Groeningen,108,Drama|Comedy,menuet,0.0,0.0
1756,Alexis Bledel|Zach Gilford|Rodrigo Santoro|Jane Lynch|Carol Burnett,Vicky Jenson,89,Comedy,Dune Entertainment|Cold Spring Pictures|The Montecito Picture Company|Fox Atomic,15246006.51,6510293.799
1757,Jordan Ladd|Samantha Ferris|Gabrielle Rose|Stephen Park|Serge Houde,Paul Solet,94,Horror|Thriller,ArieScope Pictures|Dark Eye Entertainment|Leomax Entertainment,5082002.171,0.0
1759,Mike Vogel|Brittany Murphy|Danny Pino|Brad Greenquist|Arie Verveen,Alex Merkin,93,Thriller|Mystery|Romance,Godfather Entertainment,0.0,0.0
1760,"Michael Rooker|Temuera Morrison|Lara Cox|Ted DiBiase, Jr.|Able Wanamakok",Roel ReinÃ©,95,Action|Adventure|Drama|Thriller,20th Century Fox|WWE Studios,0.0,0.0
1761,Ryan Kelley|Galadriel Stineman|Nathan Keyes|Alyssa Diaz|Herbert Siguenza,Alex Winter,69,Adventure,Cartoon Network Studios|Trouper Productions,40656017.36,0.0
1762,Stephen Graham|Danny Dyer|Noel Clarke|Emil Marwa|Lee Ingleby,Jake West,89,Comedy|Horror,Carnaby International|Hanover Films|Molinare Studios,0.0,0.0
1763,Sophie Monk|William Sadler|Tad Hilgenbrink|Janet Montgomery|Mike Straub,Dave Parker,81,Horror,Dark Castle Entertainment|Fever Dreams|Warner Premiere|Ludovico Technique,0.0,0.0
1764,Eric Cantona|Steve Evets|Stephanie Bishop|John Henshaw|Gerard Kearns,Ken Loach,119,Comedy|Drama,Diaphana Films,0.0,0.0
1765,Demetri Martin|Imelda Staunton|Henry Goodman|Liev Schreiber|Jonathan Groff,Ang Lee,120,Music|Comedy|Drama,Focus Features,0.0,0.0
1766,Steve Purcell|Jason Topolski|Bob Peterson,Josh Cooley,4,Animation|Adventure|Comedy|Family|Fantasy,Pixar Animation Studios,0.0,0.0
1768,Kevin Bacon|Tom Aldredge|Nicholas Art|Blanche Baker|Guy Boyd,Ross Katz,77,Drama|History|War,Motion Picture Corporation of America,0.0,0.0
1769,Jamal Woolard|Derek Luke|Naturi Naughton|Antonique Smith|Angela Bassett,"George Tillman, Jr.",122,Drama|Music,Fox Searchlight Pictures,0.0,43757611.06
1770,Xavier Samuel|Jessica McNamee|Robin McLeavy|Victoria Thaine|John Brumpton,Sean Byrne,84,Horror,Omnilab Media|Ambience Entertainment|Screen Australia|Film Victoria,0.0,0.0
1771,Robert De Niro|Drew Barrymore|Kate Beckinsale|Sam Rockwell|Melissa Leo,Kirk Jones,99,Drama,Miramax Films|Hollywood Gang Productions|Radar Pictures,21344409.12,0.0
1772,Jeff Bennett|Dee Bradley Baker|Jim Cummings|Michael Dorn|Mark Famiglietti,Mark Baldo,80,Action|Adventure|Animation|Family|Science Fiction,LEGO|Threshold Animation Studios|Tinseltown Toons,0.0,0.0
1773,Janette Armand|Doug Fahl|Cooper Hopkins|Bill Johns|Russell Hodgkinson,Kevin Hamedani,92,Horror,Splendid Film,0.0,0.0
1774,Jeff Bridges|Maggie Gyllenhaal|Colin Farrell|Robert Duvall|Paul Herman,Scott Cooper,112,Drama|Music|Romance,Fox Searchlight Pictures|Butcher's Run Films|Informant Media,7114803.039,40109639.11
1775,Cameron Monaghan|James Faulkner|Jonathan Pienaar|Axel Milberg|Julia Bremermann,Florian Baxmeyer,97,Mystery|Adventure|Family,Industrial Development Corporation of South Africa|Studio Hamburg International Production (SHIP)|Saltire Entertainment|Two Oceans Production (TOP),0.0,0.0
1776,Alex Pettyfer|April Pearson|Dimitri Leonidas|Calvin Dean|Tuppence Middleton,Jon Wright,91,Comedy|Horror,BBC Films|Screen West Midlands|PathÃ©|Forward Films|Slingshot Productions,0.0,0.0
1777,Jeremy Piven|Ving Rhames|James Brolin|David Koechner|Kathryn Hahn,Neal Brennan,90,Comedy,Paramount Vantage|Kevin Messick Productions|Gary Sanchez Productions,10164004.34,0.0
1778,Colin Farrell|Paz Vega|Christopher Lee|Kelly Reilly|Jamie Sives,Danis TanoviÄ‡,99,Drama|Thriller|Mystery,Aramid Entertainment Fund|Irish Film Board|Tornasol Films|Asap films|Parallel Film Productions,0.0,0.0
1779,Sergi LÃ³pez|Alexandra Lamy|MÃ©lusine Mayance|Arthur Peyret|AndrÃ© Wilms,FranÃ§ois Ozon,90,Fantasy|Drama|Science Fiction|Foreign,Eurowide Film Production,0.0,0.0
1780,Jon Hamm|Josh Lucas|Rhona Mitra|James Van Der Beek|Jessica Chastain,Anders Anderson,97,Crime|Drama|Mystery|Thriller,Capitol Films|Boy in the Box|2 Bridges Productions|A2 Entertainment Group,2032800.868,7425.821572
1781,Nia Vardalos|John Corbett|Jason Mantzoukas|Judah Friedlander|Zoe Kazan,Nia Vardalos,98,Comedy|Romance,I Hate Vday Productions|ICB Entertainment Finance|My Bench Productions,0.0,0.0
1782,Steven Seagal|Dmitry Chepovetsky|Igor Jijikine|Robert Wisden|Inna Korobkina,Jeff King,98,Action|Adventure|Thriller,Steamroller Productions,10164004.34,0.0
1783,Thomas Jane|Ving Rhames|Elsa Pataky|Doug Hutchison|Leland Orser,Russell Mulcahy,96,Action|Crime|Mystery|Thriller,North by Northwest Entertainment|Martini Films|Hannibal Pictures,15246006.51,0.0
1784,Anna Paquin|Marcia Gay Harden|Goran Visnjic|Nathaniel Parker|Steve Speirs,John Kent Harrison,95,Drama|War,Jeff Most Productions|Columbia Broadcasting System (CBS)|Hallmark Hall of Fame Productions|Baltmedia|K&K Selekt,0.0,0.0
1785,Josh Henderson|Tom Arnold|Jenna Dewan|Lauren Storm|Kellie Cockrell,Scott S. Anderson,93,Comedy,PolarStar Entertainment|Polarstar Pictures,0.0,0.0
1786,MÃ©lanie Laurent|Justin Bartha|Billy Boyd|Jessica ParÃ©|Yvon Back,Jennifer DevoldÃ¨re,81,Comedy|Romance|Family,Quad Productions,0.0,0.0
1787,Cillian Murphy|Brendan Gleeson|Jim Broadbent|Padraic Delaney|Natalie Britton,Ian Fitzgibbon,88,Action|Comedy|Crime|Drama,Premiere Picture|Irish Film Board|Parallel Film Productions,0.0,0.0
1788,John Goodman|Jimmy Bennett|Clint Howard|Gabriel Basso|Uriah Shelton,Tim McCanlies,99,Action|Adventure|Drama|Family,Alabama Moon Entertainment|Faulkner-McLean Entertainment,0.0,0.0
1789,Mark Duplass|Joshua Leonard|Alycia Delmore|Lynn Shelton|Trina Willard,Lynn Shelton,94,Comedy,Magnolia Pictures,0.0,0.0
1790,Rosario Dawson|Danny Trejo|Sheri Moon Zombie|Paul Giamatti|Cassandra Peterson,Rob Zombie,77,Animation|Horror|Action|Comedy,Film Roman Productions|Anchor Bay Films|Spectacle Entertainment Group|Carbunkle Cartoons,0.0,0.0
1791,Simon Baker|Paz Vega|ChloÃ« Grace Moretz|Claire Forlani|Michael DeLorenzo,Dror Soref,100,Crime|Horror|Mystery|Thriller,Skyline Pictures,0.0,0.0
1792,Elisha Cuthbert|Tim Allen|Jenna Elfman|Andie MacDowell|Lindsay Sloane,Howard Michael Gould,95,Comedy,Brillstein-Grey Entertainment,0.0,0.0
1793,Eric Bossick|Akiko MonÃ´|YÃ»ko Nakamura|Stephen Sarrazin|Tiger Charlie Gerhardt,Shinya Tsukamoto,71,Foreign|Action|Science Fiction|Thriller|Horror,Asmik Ace Entertainment,0.0,0.0
1794,Emma Caulfield|Michelle Borth|John Patrick Amedori|Desmond Harrington|JoBeth Williams,Jac Schaeffer,99,Fantasy|Drama|Comedy|Science Fiction|Romance,Present Pictures,0.0,0.0
1796,Jenny Wade|Martin Klebba|Carl Anthony Payne II|Juan Longoria GarcÃ­a|Diane Ayala Goldner,John Gulager,79,Horror|Action|Comedy,Neo Art & Logic,0.0,0.0
1798,Vincent Elbaz|Isabelle CarrÃ©|FranÃ§ois-Xavier Demaison|Audrey Dana|Omar Sy,Eric Toledano|Olivier Nakache,102,Comedy,Quad Productions,0.0,0.0
1799,Mischa Barton|Jessica Stroup|Matt Long|Michael Landes|Allen Williamson,Morgan J. Freeman,88,Horror|Thriller,Animus Films|Paper Street Films,1524600.651,0.0
1801,Nisreen Faour|Melkar Muallem|Hiam Abbass|Alia Shawkat|Jenna Kawar,Cherien Dabis,96,Drama,First Generation Films|Alcina Pictures|Imagenation Abu Dhabi FZ|Buffalo Gal Pictures|Levantine Entertainment,0.0,0.0
1803,Oshri Cohen|Michael Moshonov|Yoav Donat|Itay Tiran|Zohar Strauss,Samuel Maoz,93,Drama|War,Paralite Productions Ltd.|Israeli Film Fund|Torus|Arte France|Metro Communications,0.0,0.0
1804,Lorenzo Lamas|Debbie Gibson|Sean Lawlor|Vic Chao|Jonathan Nation,Jack Perez,90,Horror|Science Fiction,"Asylum, The",0.0,0.0
1805,Vincent Cassel|Omar Sy|Fred Testot|Diane Kruger|Gilles Lellouche,Emmanuel Klotz|Albert Pereira-Lazaro,96,Animation|Comedy,BAC Films,12705005.43,0.0
1807,Tessie Santiago|Chris Bruno|Frank Whaley|Bart Johnson|Michael Flynn,Tim Iacofano,94,Horror|Science Fiction|Thriller,New Line Cinema|Silverstein / Barder Company,0.0,0.0
1808,Sacha Baron Cohen|Richard Bey|Ron Paul|Gustaf Hammarsten|Clifford BaÃ±agale,Larry Charles,83,Comedy,Universal Pictures,42688818.23,0.0
1809,Selena Gomez|Jake T. Austin|David Henrie|Maria Canals-Barrera|David DeLuise,Lev L. Spiro,94,Adventure|Comedy|Drama|Family|Fantasy,Disney Channel,0.0,0.0
1810,Geena Davis|Harrison Gilbertson|Harry Cook|Joel Tobeck|Wendy Playfair,Andrew Lancaster,92,Comedy|Drama|Foreign,Red Carpet Productions,0.0,0.0
1812,Dolph Lundgren|Melissa Molinaro|Hristo Shopov|Dave Legeno|Zahary Baharov,Dolph Lundgren,93,Action|Drama|Thriller,Nu Image Films|Millennium Films|Cat Burglar Productions,0.0,0.0
1813,Billy West|Katey Sagal|John DiMaggio|Lauren Tom|Phil LaMarr,Peter Avanzino,90,Animation|Comedy,20th Century Fox Television,0.0,0.0
1814,Gabriel Iglesias,Manny Rodriguez,60,Comedy,Comedy Central,0.0,0.0
1815,Sean Faris|Maggie Q|Ray Park|Will Yun Lee|David Leitch,Gordon Chan,93,Action|Thriller|Science Fiction,Micott & Basara K.K.|Inferno International|Convergence Entertainment|KOF Film Productions|Scion Films,12196805.21,0.0
1816,Donald Glover|Aubrey Plaza|Dominic Dierkes|D.C. Pierson|Matt Walsh,Dan Eckman,97,Comedy|Thriller|Mystery,Derrick Comedy Productions|Offhollywood Digital,0.0,0.0
1818,Deborra-Lee Furness|Peta Wilson|Aaron Jeffery|Asher Keddie|Erik Thomson,Dean O'Flaherty,97,Drama|Mystery|Thriller,Kojo Pictures,1524600.651,56918.42431
1819,Dominic Purcell|Henry Cavill|Michael Fassbender|Emma Booth|Rainer WinkelvoÃŸ,Joel Schumacher,90,Horror|Thriller,Gold Circle Films,0.0,0.0
1821,Lucy Hale|Courtney Thorne-Smith|Amanda Schull|Phoebe Strole|Kristen Hager,James Hayman,95,Comedy|Drama|Family|TV Movie,Von Zerneck Sertner Films|RHI Entertainment|Patricia Clifford Productions,0.0,0.0
1823,Danny Glover|Steve Zahn|Leelee Sobieski|Matthias SchweighÃ¶fer|Togo Igawa,Brian King,87,Thriller|Action|Crime,A-Mark Entertainment|Instinctive Film|FilmTiger,0.0,0.0
1824,Chris Marquette|Diane Gaeta|Brooke Nevin|Jim Cody Williams|Linda Park,Kyle Rankin,93,Action|Comedy|Horror|Science Fiction,Icon Productions|Heavy Duty Entertainment,0.0,0.0
1825,Donald Faison|Mike Epps|Wood Harris|Omari Hardwick|Mos Def,Benny Boom,84,Action|Comedy|Crime,Melee Entertainment|Next Day Air Productions|Secret Society Films,0.0,0.0
1826,Alexis Bledel|Colin Egglesfield|Anna Chlumsky|Andrew McCarthy|Scott Porter,Julio DePietro,90,Comedy|Romance,Belladonna Productions|Whitest Pouring Films,3252481.389,0.0
1827,Will Patton|Eion Bailey|Yvonne Strahovski|Wendy Worthington|Christopher Sweeney,Richard Harrah,102,Thriller,Pierce-Williams Entertainment|Zero Gravity Management,0.0,0.0
1829,Hugh Grant|Sarah Jessica Parker|Mary Steenburgen|Sam Elliott|Natalia Klimas,Marc Lawrence,103,Comedy,Columbia Pictures|Castle Rock Entertainment|Relativity Media|Banter,58951225.18,86678883.12
1831,Johanna Braddy|Gil McKinney|Emi Ikehata|Jadie-Rose Hobson|Beau Mirchoff,Toby Wilkins,90,Horror|Thriller,Ghost House Pictures|Ozla Pictures|Stage 6 Films,5082002.171,39243229.91
1832,Drew Seeley|Shannon Woodward|Dave Franco|Katrina Bowden|Raymond J. Barry,Nicholaus Goossen,100,Horror|Thriller,Happy Madison Productions|Minds Eye Entertainment,0.0,0.0
1833,David Tennant|Michelle Ryan|Lee Evans|Noma Dumezweni|Adam James,James Strong,59,Family|Science Fiction|TV Movie|Adventure|Drama,BBC Home Video,0.0,0.0
1835,Gad Elmaleh|Pascale Arbillot|Manu Payet|Jean Benguigui|Ary Abittan,Gad Elmaleh,95,Comedy,LÃ©gende Films,0.0,0.0
1836,Albert Dupontel|Catherine Frot|Bouli Lanners|Nicolas MariÃ©|Bernard Farcy,Albert Dupontel,86,Comedy,France 2 CinÃ©ma|StudioCanal|ADCB Films|Euro MÃ©dia TÃ©lÃ©vision,0.0,0.0
1837,Adamo Ruggiero|Keith Jordan|Hallee Hirsh|Kelly Keaton|Derek Long,Rob Williams,89,Drama|Comedy|Romance,TLA Releasing|Great House Films,0.0,0.0
1839,Jean-Paul Rouve|Richard Berry|Anne Marivin|MÃ©lanie Bernier|Didier Bezace,Olivier Doran,92,Comedy,Mars Distribution,0.0,0.0
1841,Chris Kelly|Jessica Duffy|Quinn Hunchar|Jeremy Make|Jennifer Batter,Jamin Winans,106,Action|Fantasy,Double Edge Films,0.0,0.0
1842,Laura Breckenridge|Kevin Corrigan|Christopher Shand|Joe Hansard,Enda McCallion,84,Drama|Thriller,Thats Hollywood|Maverick Films|Metro-Goldwyn-Mayer (MGM)|Ithaka Entertainment,3557401.519,0.0
1843,John Paul Tremblay|Robb Wells|Mike Smith|John Dunsworth|Lucy Decoutere,Mike Clattenburg,101,Comedy|Crime,Topsail Entertainment|Trailer Park Productions,3557401.519,0.0
1846,Peter Vives|Claudia Bassols|Neil Maskell|Patrick Regis|Brendan Mackey,Daniel Benmayor,90,Action|Foreign|Horror|Thriller,Castelao Producciones,0.0,0.0
1847,Erbi Ago|Darcy Fowers|Kalina Green|Michael McCoy|Norman Reedus,Martin Barnewitz,94,Horror,Ghost House Pictures,0.0,0.0
1848,Dallas Roberts|Jeremy Renner|Ayelet Zurer|Marguerite Moreau|Amanda Anka,Jeff Balsmeyer,85,Comedy|Drama|Romance,Pacific Productions,0.0,0.0
1850,Steven Seagal|Linden Ashby|Jenna Harrison|Danny Midwinter|Emma Catherwood,Richard Crudo,94,Horror|Action|Thriller|Science Fiction,Castel Film Romania|Steamroller Productions,9147603.907,0.0
1851,Diora Baird|Leslie Nielsen|Steve Howey|Kenan Thompson|Tara Wilson,Bo Zenga,90,Comedy|Horror,Insight Productions,109.7712469,0.0
1853,Patton Oswalt|Kevin Corrigan|Michael Rapaport|Marcia Jean Kurtz|Serafina Fiore,Robert D. Siegel,91,Comedy|Drama,Big Fan Productions,254100.1085,236548.9058
1854,Carlo Verdone|Sergio Castellitto|Riccardo Scamarcio|Kseniya Rappoport,Giovanni Veronesi,116,Comedy,Filmauro,0.0,0.0
1857,Ben Stiller|Anna Kendrick|Jason Schwartzman|Jay Paulson|Cullen Moss,Todd Louiso,84,Comedy,Paramount Vantage,0.0,0.0
1858,Tyler Perry|Taraji P. Henson|Adam RodrÃ­guez|Mary J. Blige|Gladys Knight,Tyler Perry,113,Drama|Comedy,Lions Gate Films,0.0,0.0
1859,Jim Sturgess|Noel Clarke|Eddie Marsan|Luke Treadaway|Timothy Spall,Philip Ridley,114,Drama|Horror|Thriller,Matador Pictures|Isle of Man Film|CrossDay Productions|CinemaNX|May 13 Films,0.0,0.0
1861,Patricia Clarkson|Alexander Siddig|Elena Anaya|Amina Annabi|Tom McCamus,Ruba Nadda,88,Drama|Romance,TÃ©lÃ©film Canada|The Harold Greenberg Fund|Astral Media|Movie Central Network|Foundry Films,0.0,0.0
1864,Bruce Dickinson|Steve Harris|Nicko McBrain|Dave Murray|Adrian Smith,Sam Dunn|Scot McFadyen,112,Documentary|Music,Banger Films,0.0,0.0
1865,David Attenborough|Oprah Winfrey,Martha Holmes|Simon Blakeney|Stephen Lyle,500,Documentary,British Broadcasting Corporation (BBC),0.0,0.0
1866,Chi Cao|Chengwu Guo|Wen Bin Huang|Joan Chen|Bruce Greenwood,Bruce Beresford,117,Drama|Romance,Great Scott Productions Pty. Ltd.,25410010.85,21059258.99
1867,Bobbi Sue Luther|Kevin Gage|Lena Headey|Sean Whalen|Richard Lynch,Robert Hall,90,Thriller|Horror,Dry County Films,0.0,0.0
1868,Fanny Valette|Johan LibÃ©reau|Maud Wyler|Nicolas Giraud|Justin Blanckaert,Abel Ferry,90,Action|Thriller|Horror,Gaumont|Sombrero Films|Studio Mad,0.0,0.0
1869,Michael Clarke Duncan|Jay Chandrasekhar|Kevin Heffernan|Steve Lemme|Erik Stolhanske,Kevin Heffernan,90,Comedy,Broken Lizard Industries,0.0,0.0
1870,Daniel Sunjata,Dylan Avery,99,Documentary,Collective Minds Media Company|Microcinema International|Morningstar Entertainment|Brown & Stretic|The Frankfurt Group,0.0,0.0
1873,Darren Criss|Joey Richter|Bonnie Gruesen|Lauren Lopez|Joseph Walker,Matt Lang,166,Music|Comedy,Starkid Productions,0.0,0.0
1874,Fia Perera|Erin Marie Hogan|Shane Van Dyke|Norman Saleet,Shane Van Dyke,88,Horror|Mystery|Thriller,The Asylum,0.0,0.0
1875,Aaron Ashmore|Haylie Duff|Lucy Hale|Kyle Schmid|Anne Marie DeLuise,Michael Storey,95,Horror|Thriller|Mystery,Pocketbook Productions|Waterfront Pictures,0.0,0.0
1877,Colm Meaney|Henry Goodman|Michael Sheen|Timothy Spall|Jim Broadbent,Tom Hooper,97,Drama,BBC Films|Columbia Pictures Corporation|Screen Yorkshire|Left Bank Pictures|Screen Yorkshire Production Fund,10164004.34,0.0
1882,Anne Marivin|Franck Dubosc|Pierre-FranÃ§ois Martin-Laval|Pierre Richard|Michel Galabru,Yann Moix,90,Comedy|Fantasy,TF1 Films Production|Scope Pictures|SAJ,0.0,0.0
1883,Tyler Perry|Derek Luke|Keshia Knight Pulliam|Ion Overman|SofÃ­a Vergara,Tyler Perry,103,Comedy|Crime|Drama,"Lions Gate Films|Tyler Perry Company, The",0.0,91992712.0
1884,Mati Diop|Nicole Dogue|GrÃ©goire Colin|Alex Descas,Claire Denis,100,Drama|Foreign,Soudaine Compagnie,0.0,0.0
1885,Thomas Haden Church|Elisabeth Shue|Melissa Leo|M. Emmet Walsh|Keith David,Jake Goldberger,87,Crime|Mystery|Thriller,Animus Films,0.0,0.0
1886,Jesco White,Julien Nitzberg,86,Documentary,Dickhouse Productions|MTV Studios,0.0,0.0
1887,Jonas Armstrong|Sophie Ward|Clive Russell|Paul Blair|Doug Bradley,John Harrison,96,Horror|Drama|Mystery|Thriller,Scottish Screen|Matador Pictures|uFilm|Regent Capital|Entertainment Motion Pictures,0.0,0.0
1888,BenoÃ®t Poelvoorde|Olivia Bonamy|Jacques Mathou|Christian Charmetant|Laurent Gamelon,Patrice Leconte,89,Comedy,Gaumont,0.0,0.0
1890,David Tennant|Patrick Stewart|Penny Downie|Oliver Ford Davies|Mariah Gale,Gregory Doran,185,Drama,NHK Enterprises|Illuminations|BBC Wales,0.0,0.0
1892,Sam Rockwell|Emma Roberts|Shareeka Epps|Emily Rios|Rooney Mara,Jim Strouse,119,Comedy|Drama,Gigi Productions|Sneaky Pete Productions,0.0,0.0
1893,Eric McCormack|Jenni Baird|Dan Lauria|Robert Patrick|Jody Thompson,R. W. Goodwin,90,Action|Adventure|Comedy|Science Fiction,Rangeland Productions,0.0,0.0
1894,Christina Milian|Nikki SooHoo|Cody Longo|Rachele Brooke Smith|Laura CerÃ³n,Bille Woodruff,102,Comedy,Universal Studios Home Entertainment,0.0,0.0
1896,Bob Stephenson|Sherman Augustus|Aja Evans|Joel Michaely|Matt Winston,FranÃ§ois Alaux|HervÃ© de CrÃ©cy|Ludovic Houplain,16,Animation,H5|Autour de Minuit Productions|Little Minx Films,0.0,0.0
1898,Kad Merad|MÃ©lanie Doutey|Manu Payet|Francis Renaud|Pierre Laplace,FrÃ©dÃ©ric Berthe,88,Comedy,LGM Productions|Studio Canal,0.0,0.0
1902,Andy Bichlbaum|Mike Bonanno|Reggie Watts,Andy Bichlbaum|Mike Bonanno|Kurt Engfehr,87,Documentary,Renegade Pictures,0.0,0.0
1903,Brittany Murphy|Thora Birch|Tammy Blanchard|Marc Blucas|Claudia Troll,Sean McConville,89,Drama|Horror|Thriller,Enso Entertainment|Films In Motion|KRU Studios,0.0,0.0
1904,Aasif Mandvi|Jess Weixler|Naseeruddin Shah|Aarti Mann|Dean Winters,David Kaplan,99,Comedy|Romance,Inimitable Pictures|Sweet180,0.0,407224.8995
1905,Enrico Brignano|Carlo Buccirosso|Biagio Izzo,Carlo Vanzina,110,Comedy,Medusa Film,0.0,0.0
1906,Jesse Bradford|Sophia Bush|Brandon Routh|Jennifer Morrison,Michael Samonek,93,Comedy|Romance,Starz Media,0.0,0.0
1911,Erich Anderson|Diane Almeida|Judie Aronson|Diana Barrows|Steven Barton,Daniel Farrands,90,Documentary|Horror,Paramount Pictures,0.0,0.0
1912,Kana Hanazawa|RyÅhei Kimura|Satomi Moriya|Hiro Shimono,Atsuya Uki,25,Animation|Science Fiction,Aniplex|Anime Innovation Tokyo,0.0,0.0
1913,Akshay Kumar|Katrina Kaif|Sunil Shetty|Paresh Rawal|Sameera Reddy,Priyadarshan,166,Action|Comedy|Foreign,Baba Arts Limited Productions,0.0,0.0
1916,Jim Jefferies,John Moffitt,58,Comedy,HBO,0.0,0.0
1917,Mathilde Seigner|Bernard Campan|Bertille Chabert|Judith Davis,Ivan CalbÃ©rac,98,Drama|Family,Mandarin Films,0.0,0.0
1918,Austin Highsmith|Jesse Johnson|Ryan Doom|Josh Kelly|Katie Lowes,Stephen Cragg,84,Mystery|Horror,Bronson Avenue|Paramount Pictures Digital Entertainment|Mountain Dew Green Label Studios|Milchan / Van Eyssen,0.0,0.0
1919,Leonardo DiCaprio|Joseph Gordon-Levitt|Ellen Page|Tom Hardy|Ken Watanabe,Christopher Nolan,148,Action|Thriller|Science Fiction|Mystery|Adventure,Legendary Pictures|Warner Bros.|Syncopy,160000000.0,825500000.0
1920,Robert Downey Jr.|Gwyneth Paltrow|Don Cheadle|Scarlett Johansson|Mickey Rourke,Jon Favreau,124,Adventure|Action|Science Fiction,Marvel Studios,200000000.0,623933331.0
1921,Mia Wasikowska|Johnny Depp|Anne Hathaway|Helena Bonham Carter|Crispin Glover,Tim Burton,108,Family|Fantasy|Adventure,"Walt Disney Pictures|Team Todd|Tim Burton Productions|Roth Films|Zanuck Company, The",200000000.0,1025467110.0
